"","seqn","riagendr","ridageyr","ridreth1","ridreth3","dmdborn4","dmdeduc3","dmdeduc2","indhhin2"
"4519",91215,2,43,1,1,2,NA,2,6
"4520",91216,2,29,5,7,2,NA,5,15
"4521",91217,1,54,2,2,2,NA,4,9
"4522",91220,1,65,5,6,2,NA,5,6
"4523",91222,2,48,3,3,1,NA,5,15
"4524",91223,2,70,1,1,2,NA,1,1
"4525",91225,1,43,1,1,2,NA,1,6
"4526",91226,2,53,4,4,1,NA,4,5
"4527",91228,2,31,4,4,1,NA,3,5
"4528",91232,1,26,2,2,1,NA,4,9
"4529",91234,2,39,2,2,1,NA,4,9
"4530",91239,1,60,2,2,2,NA,4,5
"4531",91242,1,19,1,1,1,11,NA,4
"4532",91243,1,30,3,3,1,NA,3,14
"4533",91247,2,51,4,4,1,NA,5,15
"4534",91249,2,29,3,3,1,NA,5,15
"4535",91251,1,43,2,2,1,NA,2,7
"4536",91252,1,42,2,2,2,NA,2,5
"4537",91253,2,44,3,3,1,NA,3,15
"4538",91258,2,77,3,3,1,NA,4,7
"4539",91259,1,41,3,3,1,NA,1,15
"4540",91261,2,44,3,3,1,NA,5,4
"4541",91263,1,19,1,1,1,13,NA,1
"4542",91264,1,23,5,6,2,NA,5,1
"4543",91266,1,60,4,4,1,NA,5,15
"4544",91267,1,66,1,1,1,NA,4,NA
"4545",91271,2,44,3,3,1,NA,3,6
"4546",91272,2,80,4,4,2,NA,1,14
"4547",91273,1,23,4,4,1,NA,2,6
"4548",91274,1,18,3,3,1,13,NA,6
"4549",91275,2,19,3,3,2,13,NA,15
"4550",91277,2,63,5,6,2,NA,4,15
"4551",91278,2,18,4,4,1,15,NA,3
"4552",91279,2,51,4,4,1,NA,4,77
"4553",91280,1,80,3,3,1,NA,4,9
"4554",91282,1,50,3,3,1,NA,2,15
"4555",91284,2,29,3,3,1,NA,4,14
"4556",91285,1,32,4,4,2,NA,2,9
"4557",91288,1,44,5,6,2,NA,5,7
"4558",91290,2,39,5,6,2,NA,5,5
"4559",91291,2,32,5,7,1,NA,3,6
"4560",91292,1,48,5,7,1,NA,4,13
"4561",91293,1,62,4,4,1,NA,4,3
"4562",91295,1,72,1,1,2,NA,4,5
"4563",91299,1,46,1,1,2,NA,3,99
"4564",91301,1,79,3,3,2,NA,4,7
"4565",91302,1,62,2,2,2,NA,4,15
"4566",91303,1,78,1,1,2,NA,1,3
"4567",91304,1,38,2,2,2,NA,2,NA
"4568",91305,2,22,4,4,1,NA,4,5
"4569",91309,1,68,1,1,2,NA,1,4
"4570",91310,1,65,3,3,1,NA,5,15
"4571",91312,2,45,5,6,2,NA,5,15
"4572",91313,2,19,1,1,1,13,NA,7
"4573",91316,2,65,2,2,2,NA,1,8
"4574",91317,2,36,4,4,1,NA,4,13
"4575",91319,1,31,1,1,2,NA,3,4
"4576",91321,1,61,3,3,1,NA,4,8
"4577",91323,2,26,4,4,1,NA,4,6
"4578",91324,2,43,3,3,1,NA,4,7
"4579",91325,1,26,3,3,1,NA,3,4
"4580",91326,1,34,1,1,2,NA,1,7
"4581",91328,2,45,5,7,1,NA,5,14
"4582",91329,2,80,3,3,2,NA,4,5
"4583",91332,2,26,4,4,1,NA,3,77
"4584",91334,2,39,5,6,2,NA,5,15
"4585",91336,2,25,3,3,1,NA,4,7
"4586",91338,2,40,2,2,2,NA,4,6
"4587",91339,1,51,5,7,1,NA,4,7
"4588",91340,2,38,3,3,1,NA,4,10
"4589",91341,1,55,3,3,1,NA,2,10
"4590",91343,1,63,4,4,1,NA,2,9
"4591",91344,2,67,1,1,1,NA,2,3
"4592",91345,1,21,1,1,1,NA,2,2
"4593",91346,2,80,3,3,1,NA,3,99
"4594",91347,1,61,1,1,2,NA,1,4
"4595",91349,1,68,5,6,2,NA,5,9
"4596",91350,1,23,1,1,1,NA,3,6
"4597",91351,2,25,3,3,1,NA,5,6
"4598",91353,1,57,4,4,1,NA,5,7
"4599",91354,1,52,4,4,1,NA,4,15
"4600",91355,2,67,3,3,1,NA,3,3
"4601",91356,2,53,2,2,2,NA,3,4
"4602",91358,2,43,5,7,1,NA,4,8
"4603",91359,1,23,1,1,2,NA,5,7
"4604",91360,1,33,2,2,2,NA,4,15
"4605",91361,1,41,5,6,2,NA,5,7
"4606",91363,2,40,1,1,2,NA,3,7
"4607",91364,1,41,3,3,2,NA,4,14
"4608",91365,1,58,1,1,2,NA,1,NA
"4609",91366,2,28,1,1,1,NA,4,8
"4610",91367,1,19,5,6,2,13,NA,7
"4611",91368,1,80,3,3,1,NA,2,5
"4612",91369,1,33,2,2,2,NA,4,1
"4613",91371,2,63,4,4,1,NA,4,6
"4614",91373,1,74,3,3,1,NA,3,4
"4615",91377,2,80,3,3,1,NA,2,4
"4616",91383,2,48,3,3,1,NA,5,15
"4617",91384,1,46,5,6,2,NA,4,8
"4618",91385,1,30,3,3,1,NA,4,15
"4619",91389,2,54,1,1,1,NA,2,15
"4620",91391,1,57,4,4,1,NA,5,9
"4621",91392,2,19,2,2,1,15,NA,NA
"4622",91393,1,31,4,4,1,NA,4,15
"4623",91394,2,37,4,4,2,NA,1,3
"4624",91396,2,36,3,3,1,NA,4,15
"4625",91397,2,49,2,2,2,NA,5,5
"4626",91399,2,51,3,3,1,NA,5,14
"4627",91400,2,46,4,4,1,NA,5,5
"4628",91402,1,26,1,1,2,NA,4,77
"4629",91404,2,34,5,6,2,NA,5,15
"4630",91405,2,24,1,1,2,NA,1,5
"4631",91406,1,76,4,4,2,NA,5,15
"4632",91408,2,60,1,1,2,NA,1,3
"4633",91411,2,50,5,6,2,NA,3,NA
"4634",91413,1,40,4,4,1,NA,5,14
"4635",91414,2,59,4,4,1,NA,4,10
"4636",91416,2,73,2,2,2,NA,1,5
"4637",91417,2,39,4,4,1,NA,5,14
"4638",91420,2,56,3,3,1,NA,4,6
"4639",91421,2,41,4,4,1,NA,3,5
"4640",91423,1,18,5,6,2,11,NA,8
"4641",91425,2,46,3,3,1,NA,3,8
"4642",91426,2,43,5,6,2,NA,4,12
"4643",91427,1,36,4,4,1,NA,3,6
"4644",91428,1,22,3,3,1,NA,3,7
"4645",91429,2,75,3,3,2,NA,3,5
"4646",91431,2,47,2,2,1,NA,5,7
"4647",91432,1,80,3,3,1,NA,4,7
"4648",91433,2,64,1,1,1,NA,2,4
"4649",91436,2,22,1,1,1,NA,3,1
"4650",91437,1,39,4,4,1,NA,5,15
"4651",91438,2,38,1,1,2,NA,1,5
"4652",91440,1,77,4,4,1,NA,1,7
"4653",91442,1,47,3,3,1,NA,3,15
"4654",91443,2,45,4,4,1,NA,5,13
"4655",91445,2,25,4,4,1,NA,3,5
"4656",91447,2,66,2,2,2,NA,2,NA
"4657",91449,2,50,1,1,2,NA,1,3
"4658",91450,1,65,3,3,1,NA,1,2
"4659",91451,1,20,5,7,1,NA,3,7
"4660",91452,1,41,3,3,1,NA,2,2
"4661",91453,2,43,2,2,2,NA,1,NA
"4662",91454,2,68,2,2,1,NA,3,13
"4663",91455,1,26,3,3,1,NA,1,8
"4664",91457,1,39,1,1,1,NA,2,10
"4665",91461,1,68,1,1,2,NA,5,7
"4666",91465,1,61,2,2,2,NA,1,3
"4667",91468,1,52,5,7,1,NA,3,6
"4668",91469,1,69,4,4,1,NA,4,14
"4669",91471,1,80,1,1,1,NA,5,8
"4670",91474,2,62,1,1,1,NA,2,2
"4671",91475,2,24,2,2,1,NA,3,8
"4672",91476,2,80,3,3,1,NA,4,12
"4673",91477,2,35,1,1,1,NA,4,8
"4674",91478,1,42,2,2,2,NA,5,10
"4675",91479,2,37,4,4,2,NA,3,3
"4676",91481,1,80,3,3,1,NA,3,77
"4677",91482,2,54,2,2,2,NA,4,8
"4678",91484,1,21,4,4,1,NA,4,14
"4679",91485,2,24,5,7,1,NA,4,15
"4680",91487,2,37,3,3,1,NA,5,8
"4681",91489,2,74,4,4,2,NA,1,6
"4682",91490,2,65,2,2,2,NA,1,99
"4683",91491,1,37,3,3,1,NA,3,14
"4684",91492,2,70,4,4,1,NA,5,12
"4685",91493,2,62,3,3,1,NA,3,3
"4686",91495,1,55,2,2,1,NA,3,14
"4687",91497,2,31,1,1,1,NA,5,14
"4688",91502,1,36,2,2,1,NA,3,8
"4689",91503,1,80,3,3,1,NA,5,8
"4690",91504,1,21,4,4,1,NA,3,5
"4691",91505,2,45,5,6,2,NA,1,8
"4692",91507,2,53,4,4,1,NA,1,2
"4693",91508,1,78,2,2,2,NA,4,14
"4694",91510,1,37,4,4,1,NA,5,14
"4695",91512,1,53,3,3,1,NA,5,15
"4696",91513,2,60,1,1,1,NA,3,9
"4697",91515,2,38,3,3,1,NA,4,15
"4698",91516,2,80,5,6,2,NA,1,5
"4699",91518,1,19,4,4,1,13,NA,7
"4700",91519,2,20,3,3,1,NA,3,NA
"4701",91520,1,30,3,3,1,NA,5,10
"4702",91525,2,29,5,6,2,NA,4,14
"4703",91526,1,49,5,6,2,NA,4,15
"4704",91527,2,41,3,3,1,NA,4,5
"4705",91529,2,43,5,6,2,NA,5,15
"4706",91530,2,26,4,4,1,NA,4,14
"4707",91531,2,28,1,1,2,NA,1,4
"4708",91532,1,22,3,3,1,NA,4,3
"4709",91533,2,80,4,4,1,NA,4,6
"4710",91536,2,37,5,7,1,NA,4,14
"4711",91537,2,53,1,1,2,NA,2,12
"4712",91538,1,72,2,2,2,NA,1,4
"4713",91539,1,40,2,2,1,NA,4,7
"4714",91542,2,80,4,4,1,NA,5,15
"4715",91543,1,44,5,6,2,NA,5,5
"4716",91544,2,72,4,4,1,NA,3,4
"4717",91547,1,54,2,2,2,NA,3,99
"4718",91549,1,46,1,1,2,NA,2,5
"4719",91550,2,70,4,4,1,NA,4,3
"4720",91551,2,80,3,3,1,NA,5,8
"4721",91552,1,43,5,7,2,NA,4,7
"4722",91555,2,35,2,2,2,NA,5,14
"4723",91557,1,60,4,4,1,NA,2,5
"4724",91558,1,80,3,3,1,NA,4,12
"4725",91559,2,30,3,3,1,NA,2,2
"4726",91560,1,46,4,4,1,NA,2,3
"4727",91561,1,58,4,4,1,NA,4,15
"4728",91562,1,41,4,4,2,NA,2,8
"4729",91563,1,80,3,3,1,NA,1,6
"4730",91564,1,59,4,4,1,NA,5,14
"4731",91566,2,25,3,3,1,NA,4,4
"4732",91567,2,18,3,3,1,13,NA,9
"4733",91568,2,75,2,2,2,NA,1,1
"4734",91569,2,60,3,3,1,NA,5,15
"4735",91570,2,39,5,6,1,NA,5,15
"4736",91572,2,80,3,3,1,NA,4,99
"4737",91573,2,19,3,3,2,13,NA,2
"4738",91578,1,69,4,4,2,NA,3,14
"4739",91579,2,50,1,1,1,NA,3,15
"4740",91581,2,35,3,3,1,NA,5,15
"4741",91582,2,48,3,3,1,NA,5,15
"4742",91583,2,46,5,6,2,NA,4,9
"4743",91584,1,71,2,2,2,NA,1,4
"4744",91585,1,42,4,4,1,NA,3,7
"4745",91586,2,68,1,1,1,NA,3,8
"4746",91589,2,55,3,3,1,NA,3,6
"4747",91592,2,25,4,4,1,NA,3,14
"4748",91594,1,49,5,6,2,NA,5,10
"4749",91596,2,42,4,4,1,NA,3,6
"4750",91597,2,23,3,3,1,NA,5,15
"4751",91599,1,60,1,1,2,NA,2,14
"4752",91600,1,80,3,3,1,NA,2,5
"4753",91603,2,47,5,6,2,NA,2,4
"4754",91604,1,33,3,3,1,NA,5,15
"4755",91606,2,50,5,6,1,NA,3,NA
"4756",91609,1,65,5,7,1,NA,1,3
"4757",91611,2,66,5,6,2,NA,4,4
"4758",91612,1,19,4,4,1,13,NA,13
"4759",91615,1,47,2,2,2,NA,5,15
"4760",91617,1,19,3,3,1,11,NA,4
"4761",91618,2,60,1,1,2,NA,1,15
"4762",91619,1,20,4,4,1,NA,3,9
"4763",91621,2,51,5,6,2,NA,2,15
"4764",91622,2,34,1,1,1,NA,2,4
"4765",91624,1,39,1,1,2,NA,1,3
"4766",91626,1,41,3,3,1,NA,3,14
"4767",91627,2,48,3,3,1,NA,3,15
"4768",91628,1,31,5,6,1,NA,5,15
"4769",91630,2,29,1,1,1,NA,2,7
"4770",91631,1,58,3,3,1,NA,2,6
"4771",91632,1,60,1,1,1,NA,2,5
"4772",91633,2,42,5,6,2,NA,4,NA
"4773",91634,2,78,3,3,1,NA,4,6
"4774",91635,2,51,1,1,2,NA,3,6
"4775",91637,1,55,3,3,1,NA,5,15
"4776",91638,1,47,1,1,2,NA,4,14
"4777",91639,2,57,3,3,1,NA,5,NA
"4778",91641,1,63,5,6,2,NA,2,9
"4779",91642,2,34,3,3,1,NA,5,14
"4780",91643,2,59,3,3,1,NA,5,15
"4781",91646,1,72,4,4,1,NA,5,15
"4782",91647,1,57,4,4,2,NA,3,10
"4783",91648,1,80,3,3,1,NA,2,7
"4784",91652,2,58,1,1,1,NA,3,15
"4785",91653,2,51,2,2,2,NA,4,7
"4786",91654,1,71,2,2,2,NA,2,4
"4787",91659,2,64,5,6,2,NA,4,7
"4788",91661,1,44,4,4,1,NA,5,15
"4789",91663,2,46,5,6,2,NA,3,3
"4790",91665,2,74,5,6,2,NA,5,12
"4791",91667,2,60,3,3,1,NA,3,10
"4792",91669,1,33,1,1,2,NA,5,14
"4793",91670,1,48,3,3,1,NA,4,4
"4794",91671,1,36,3,3,1,NA,3,15
"4795",91672,1,26,4,4,2,NA,3,14
"4796",91673,1,79,4,4,1,NA,1,7
"4797",91674,2,63,3,3,1,NA,4,9
"4798",91675,2,48,2,2,2,NA,4,3
"4799",91677,2,19,5,7,1,13,NA,14
"4800",91679,1,65,2,2,2,NA,1,7
"4801",91680,1,80,3,3,1,NA,4,8
"4802",91681,1,66,4,4,1,NA,1,2
"4803",91683,2,59,4,4,1,NA,5,15
"4804",91684,1,53,5,6,2,NA,3,6
"4805",91685,2,55,2,2,2,NA,5,NA
"4806",91686,1,18,4,4,1,13,NA,77
"4807",91687,2,28,4,4,2,NA,2,5
"4808",91692,1,29,4,4,1,NA,5,14
"4809",91696,2,80,3,3,1,NA,2,12
"4810",91697,1,70,3,3,2,NA,5,9
"4811",91699,1,47,5,7,1,NA,5,6
"4812",91702,2,59,1,1,1,NA,3,10
"4813",91704,1,50,4,4,1,NA,5,15
"4814",91706,1,35,3,3,1,NA,5,15
"4815",91710,1,62,4,4,1,NA,3,99
"4816",91711,2,34,5,7,1,NA,5,15
"4817",91712,1,35,3,3,1,NA,3,14
"4818",91713,1,80,5,7,1,NA,3,7
"4819",91714,2,35,5,7,2,NA,4,4
"4820",91715,1,73,2,2,2,NA,1,14
"4821",91716,2,75,4,4,1,NA,4,6
"4822",91717,2,55,2,2,1,NA,4,9
"4823",91718,2,58,2,2,2,NA,4,6
"4824",91721,2,26,3,3,1,NA,4,13
"4825",91722,2,25,3,3,1,NA,3,7
"4826",91723,2,48,4,4,1,NA,5,15
"4827",91724,2,38,3,3,1,NA,5,15
"4828",91725,2,57,3,3,1,NA,4,14
"4829",91726,2,80,3,3,1,NA,4,7
"4830",91727,2,80,3,3,1,NA,3,15
"4831",91728,2,76,1,1,2,NA,4,99
"4832",91729,1,19,3,3,1,15,NA,15
"4833",91730,1,53,2,2,2,NA,3,8
"4834",91731,1,19,3,3,1,13,NA,15
"4835",91732,2,55,3,3,1,NA,4,14
"4836",91733,1,64,1,1,2,NA,1,5
"4837",91734,2,36,4,4,1,NA,4,8
"4838",91737,2,80,3,3,1,NA,3,6
"4839",91738,1,19,4,4,1,13,NA,4
"4840",91739,1,70,1,1,1,NA,1,14
"4841",91740,1,76,1,1,2,NA,1,4
"4842",91742,1,23,5,7,1,NA,4,14
"4843",91743,1,51,1,1,2,NA,4,10
"4844",91744,2,78,3,3,1,NA,1,15
"4845",91747,1,66,2,2,2,NA,3,3
"4846",91748,1,80,4,4,1,NA,4,4
"4847",91750,2,49,3,3,1,NA,5,15
"4848",91752,2,51,5,6,2,NA,4,8
"4849",91753,2,48,3,3,1,NA,4,3
"4850",91754,1,80,1,1,1,NA,1,NA
"4851",91755,1,34,2,2,2,NA,4,4
"4852",91756,2,63,1,1,1,NA,4,7
"4853",91758,2,62,2,2,2,NA,3,13
"4854",91759,1,60,2,2,2,NA,1,6
"4855",91760,1,80,3,3,1,NA,4,14
"4856",91769,1,19,5,7,1,15,NA,9
"4857",91771,2,39,1,1,2,NA,1,6
"4858",91772,1,48,4,4,1,NA,5,9
"4859",91774,2,19,3,3,1,12,NA,2
"4860",91775,2,30,3,3,1,NA,5,7
"4861",91776,1,80,1,1,2,NA,5,6
"4862",91778,1,63,2,2,2,NA,1,NA
"4863",91781,1,24,4,4,1,NA,3,5
"4864",91783,1,80,1,1,1,NA,3,9
"4865",91784,2,80,3,3,2,NA,4,15
"4866",91785,2,34,5,7,1,NA,5,9
"4867",91787,2,80,3,3,1,NA,4,5
"4868",91788,2,42,1,1,1,NA,5,14
"4869",91790,2,23,2,2,2,NA,2,NA
"4870",91791,2,20,5,7,1,NA,4,15
"4871",91792,2,68,2,2,2,NA,5,3
"4872",91793,2,44,3,3,1,NA,2,8
"4873",91794,2,25,1,1,1,NA,3,4
"4874",91796,2,31,1,1,2,NA,3,12
"4875",91799,1,66,5,7,1,NA,4,6
"4876",91801,2,79,3,3,1,NA,1,6
"4877",91803,2,37,3,3,1,NA,3,14
"4878",91804,2,45,3,3,1,NA,4,8
"4879",91806,2,66,3,3,1,NA,2,6
"4880",91807,2,25,5,7,1,NA,5,12
"4881",91808,1,19,4,4,1,12,NA,3
"4882",91809,1,23,4,4,1,NA,5,14
"4883",91810,2,19,2,2,1,13,NA,9
"4884",91811,1,49,4,4,1,NA,1,3
"4885",91814,2,62,1,1,1,NA,3,9
"4886",91815,1,75,4,4,1,NA,2,2
"4887",91816,1,29,1,1,1,NA,2,7
"4888",91817,1,59,3,3,1,NA,5,15
"4889",91819,1,18,3,3,1,11,NA,15
"4890",91820,1,80,3,3,1,NA,4,14
"4891",91821,2,47,5,6,2,NA,3,8
"4892",91824,2,60,2,2,2,NA,5,3
"4893",91825,1,60,4,4,1,NA,5,14
"4894",91826,2,42,4,4,1,NA,3,6
"4895",91828,1,19,4,4,1,15,NA,13
"4896",91829,2,49,4,4,2,NA,1,10
"4897",91830,1,44,1,1,2,NA,5,14
"4898",91832,1,30,4,4,1,NA,5,14
"4899",91833,2,27,2,2,1,NA,5,10
"4900",91834,2,39,4,4,1,NA,4,8
"4901",91835,2,23,2,2,1,NA,4,14
"4902",91837,1,72,3,3,1,NA,5,10
"4903",91838,2,47,3,3,1,NA,5,15
"4904",91839,2,35,4,4,1,NA,5,10
"4905",91841,1,64,4,4,1,NA,2,8
"4906",91842,2,49,1,1,2,NA,1,3
"4907",91843,1,38,5,7,1,NA,5,6
"4908",91844,2,26,2,2,1,NA,5,99
"4909",91846,2,56,4,4,1,NA,5,15
"4910",91849,1,41,4,4,1,NA,3,6
"4911",91850,2,64,3,3,1,NA,3,15
"4912",91852,2,24,4,4,1,NA,3,77
"4913",91853,2,63,1,1,2,NA,2,3
"4914",91856,2,58,3,3,1,NA,4,5
"4915",91858,1,33,1,1,2,NA,1,2
"4916",91859,1,55,4,4,1,NA,3,13
"4917",91861,1,46,4,4,2,NA,5,77
"4918",91862,2,18,4,4,1,11,NA,NA
"4919",91865,2,58,3,3,1,NA,5,15
"4920",91867,1,20,3,3,1,NA,2,5
"4921",91868,1,57,3,3,1,NA,4,8
"4922",91869,2,25,1,1,1,NA,4,6
"4923",91871,1,71,4,4,1,NA,3,3
"4924",91875,2,69,3,3,1,NA,5,15
"4925",91876,2,33,5,6,2,NA,5,99
"4926",91880,2,55,4,4,2,NA,5,15
"4927",91884,2,72,3,3,1,NA,5,15
"4928",91886,1,66,4,4,1,NA,4,6
"4929",91887,2,28,1,1,2,NA,3,4
"4930",91888,2,45,3,3,1,NA,5,14
"4931",91889,1,66,2,2,1,NA,2,9
"4932",91890,1,60,3,3,1,NA,5,7
"4933",91893,2,33,5,7,1,NA,4,7
"4934",91894,1,25,5,6,1,NA,5,15
"4935",91897,2,57,4,4,1,NA,3,7
"4936",91898,1,61,4,4,1,NA,4,6
"4937",91899,2,48,5,6,2,NA,5,15
"4938",91900,2,46,1,1,1,NA,5,15
"4939",91903,2,50,4,4,1,NA,3,8
"4940",91906,1,29,5,6,2,NA,5,6
"4941",91907,1,54,3,3,1,NA,5,15
"4942",91911,2,51,4,4,1,NA,5,8
"4943",91912,1,41,2,2,1,NA,3,5
"4944",91915,1,67,5,7,1,NA,3,99
"4945",91916,2,35,3,3,1,NA,4,15
"4946",91919,1,43,2,2,2,NA,5,10
"4947",91921,2,45,5,6,2,NA,3,4
"4948",91922,2,39,4,4,1,NA,4,6
"4949",91924,1,58,3,3,1,NA,4,NA
"4950",91927,2,24,3,3,1,NA,5,9
"4951",91928,2,38,4,4,1,NA,3,2
"4952",91930,1,34,2,2,1,NA,5,14
"4953",91931,1,55,4,4,1,NA,3,7
"4954",91932,2,51,4,4,1,NA,2,13
"4955",91935,1,80,3,3,1,NA,3,13
"4956",91938,2,32,1,1,2,NA,2,3
"4957",91940,2,80,3,3,2,NA,3,15
"4958",91944,1,31,3,3,1,NA,4,12
"4959",91945,2,39,2,2,2,NA,5,8
"4960",91947,1,29,4,4,1,NA,3,14
"4961",91949,1,80,4,4,1,NA,1,2
"4962",91950,1,61,3,3,1,NA,4,6
"4963",91952,1,42,2,2,2,NA,3,7
"4964",91954,2,80,3,3,1,NA,1,99
"4965",91956,1,61,4,4,1,NA,2,1
"4966",91957,2,23,4,4,1,NA,5,4
"4967",91960,2,67,2,2,1,NA,3,3
"4968",91962,1,63,2,2,1,NA,3,3
"4969",91965,1,38,3,3,1,NA,3,3
"4970",91966,1,40,3,3,1,NA,2,6
"4971",91967,2,50,2,2,2,NA,1,5
"4972",91968,1,27,1,1,1,NA,2,NA
"4973",91970,1,59,5,6,2,NA,5,8
"4974",91972,1,70,1,1,2,NA,5,2
"4975",91974,1,40,3,3,1,NA,2,5
"4976",91975,1,18,1,1,1,12,NA,10
"4977",91976,1,40,3,3,1,NA,4,2
"4978",91978,1,22,5,6,2,NA,5,15
"4979",91979,2,18,3,3,1,10,NA,5
"4980",91983,2,38,3,3,1,NA,4,15
"4981",91984,2,49,5,7,1,NA,4,3
"4982",91985,1,25,1,1,2,NA,1,9
"4983",91991,1,76,1,1,1,NA,4,10
"4984",91992,2,66,3,3,1,NA,4,10
"4985",91993,2,39,1,1,1,NA,2,10
"4986",91994,1,30,5,6,2,NA,5,15
"4987",91995,2,54,3,3,1,NA,3,15
"4988",91997,2,35,5,6,2,NA,4,8
"4989",91999,2,33,3,3,1,NA,4,15
"4990",92000,1,34,3,3,1,NA,4,8
"4991",92001,2,65,4,4,1,NA,5,13
"4992",92002,1,59,1,1,2,NA,1,14
"4993",92003,1,31,3,3,1,NA,4,14
"4994",92004,1,19,4,4,1,15,NA,NA
"4995",92005,1,33,4,4,1,NA,5,15
"4996",92007,1,37,1,1,2,NA,3,7
"4997",92010,2,18,4,4,1,13,NA,4
"4998",92014,2,26,1,1,1,NA,3,14
"4999",92017,1,73,3,3,2,NA,3,3
"5000",92019,1,66,3,3,1,NA,5,10
"5001",92020,2,51,1,1,1,NA,2,9
"5002",92021,2,75,4,4,1,NA,4,7
"5003",92024,1,70,1,1,2,NA,1,5
"5004",92025,1,22,1,1,1,NA,4,14
"5005",92026,2,42,1,1,2,NA,3,7
"5006",92027,2,65,4,4,1,NA,1,4
"5007",92030,2,78,1,1,2,NA,1,9
"5008",92037,2,26,4,4,1,NA,5,14
"5009",92038,1,39,3,3,1,NA,4,6
"5010",92041,1,29,5,7,1,NA,4,13
"5011",92043,2,19,3,3,1,13,NA,6
"5012",92044,1,21,5,7,1,NA,4,8
"5013",92045,1,40,3,3,1,NA,4,8
"5014",92048,1,75,1,1,2,NA,1,NA
"5015",92049,2,56,4,4,1,NA,4,4
"5016",92050,2,61,1,1,1,NA,3,5
"5017",92051,2,36,1,1,2,NA,3,10
"5018",92052,1,61,2,2,2,NA,4,4
"5019",92054,1,50,1,1,1,NA,2,15
"5020",92055,2,66,2,2,2,NA,1,6
"5021",92058,1,65,4,4,2,NA,5,9
"5022",92059,2,72,3,3,1,NA,3,14
"5023",92060,1,65,4,4,2,NA,1,2
"5024",92062,2,40,1,1,2,NA,5,14
"5025",92065,2,47,2,2,1,NA,5,8
"5026",92066,1,80,1,1,2,NA,1,2
"5027",92068,1,27,3,3,1,NA,5,8
"5028",92069,1,41,4,4,1,NA,3,4
"5029",92070,2,64,4,4,1,NA,5,15
"5030",92071,1,27,1,1,1,NA,4,12
"5031",92072,1,19,4,4,1,13,NA,8
"5032",92074,1,40,3,3,2,NA,4,15
"5033",92076,1,59,3,3,1,NA,1,6
"5034",92081,2,49,2,2,2,NA,3,6
"5035",92083,2,23,5,7,1,NA,2,5
"5036",92084,1,35,3,3,1,NA,4,1
"5037",92085,2,56,3,3,1,NA,4,15
"5038",92088,1,61,3,3,1,NA,5,15
"5039",92089,2,61,5,7,1,NA,3,4
"5040",92090,1,80,3,3,1,NA,4,4
"5041",92092,2,32,5,6,2,NA,5,9
"5042",92094,1,63,5,7,1,NA,4,6
"5043",92097,2,80,3,3,1,NA,3,6
"5044",92098,1,63,1,1,1,NA,3,4
"5045",92099,1,22,2,2,1,NA,3,15
"5046",92101,1,69,1,1,1,NA,2,3
"5047",92103,1,72,3,3,1,NA,4,5
"5048",92104,1,20,3,3,1,NA,4,15
"5049",92105,1,74,1,1,1,NA,2,6
"5050",92106,1,56,4,4,1,NA,3,7
"5051",92107,2,38,5,6,2,NA,1,5
"5052",92109,1,50,3,3,1,NA,5,8
"5053",92110,2,80,3,3,1,NA,4,13
"5054",92111,2,60,2,2,1,NA,3,99
"5055",92112,1,41,3,3,1,NA,4,15
"5056",92114,1,30,1,1,1,NA,5,7
"5057",92116,2,63,3,3,1,NA,1,3
"5058",92119,2,58,3,3,1,NA,4,5
"5059",92121,1,57,4,4,1,NA,4,15
"5060",92122,1,23,3,3,1,NA,4,7
"5061",92123,1,18,1,1,1,13,NA,NA
"5062",92124,2,42,4,4,1,NA,4,8
"5063",92126,2,63,4,4,1,NA,3,3
"5064",92129,2,26,3,3,1,NA,4,15
"5065",92130,1,56,4,4,1,NA,5,10
"5066",92131,2,61,1,1,2,NA,1,4
"5067",92132,1,18,4,4,1,13,NA,15
"5068",92133,1,31,4,4,2,NA,4,8
"5069",92134,1,29,2,2,2,NA,4,2
"5070",92135,1,61,1,1,1,NA,3,9
"5071",92136,2,72,1,1,2,NA,1,6
"5072",92138,1,80,3,3,1,NA,3,6
"5073",92139,1,73,3,3,1,NA,5,9
"5074",92140,2,48,3,3,1,NA,4,7
"5075",92141,1,60,4,4,1,NA,5,7
"5076",92143,2,67,1,1,1,NA,1,1
"5077",92146,1,69,1,1,1,NA,3,8
"5078",92149,1,33,3,3,1,NA,3,7
"5079",92150,1,32,3,3,1,NA,1,8
"5080",92151,1,64,3,3,1,NA,4,6
"5081",92155,2,24,2,2,1,NA,4,8
"5082",92156,1,50,4,4,1,NA,4,10
"5083",92157,1,51,3,3,1,NA,3,5
"5084",92158,1,57,4,4,1,NA,2,NA
"5085",92159,2,18,4,4,1,11,NA,99
"5086",92160,2,59,3,3,1,NA,5,7
"5087",92166,1,34,1,1,1,NA,3,8
"5088",92167,1,55,4,4,1,NA,4,15
"5089",92168,1,69,3,3,1,NA,4,7
"5090",92170,1,64,3,3,1,NA,2,8
"5091",92174,1,29,1,1,1,NA,4,8
"5092",92177,1,80,4,4,1,NA,9,3
"5093",92179,2,37,5,6,2,NA,5,14
"5094",92184,2,40,1,1,2,NA,1,77
"5095",92185,1,63,1,1,2,NA,2,6
"5096",92186,2,48,3,3,1,NA,4,15
"5097",92188,1,77,3,3,1,NA,4,3
