"","seqn","riagendr","ridageyr","ridreth1","ridreth3","dmdborn4","dmdeduc3","dmdeduc2","indhhin2"
"2408",87661,2,56,3,3,1,NA,3,12
"2409",87663,1,50,3,3,1,NA,4,15
"2410",87664,2,34,3,3,1,NA,4,6
"2411",87665,2,44,1,1,2,NA,2,NA
"2412",87667,2,32,2,2,1,NA,5,14
"2413",87668,2,37,5,6,2,NA,3,NA
"2414",87669,2,49,4,4,1,NA,5,6
"2415",87671,1,52,4,4,1,NA,3,4
"2416",87672,1,37,3,3,2,NA,2,8
"2417",87673,1,68,2,2,1,NA,2,2
"2418",87677,2,80,3,3,1,NA,4,3
"2419",87684,1,44,3,3,1,NA,5,15
"2420",87687,2,18,2,2,1,11,NA,10
"2421",87688,1,75,3,3,1,NA,3,6
"2422",87690,1,55,5,6,2,NA,1,10
"2423",87691,1,80,3,3,1,NA,5,15
"2424",87692,1,60,2,2,2,NA,4,4
"2425",87693,1,52,3,3,1,NA,4,7
"2426",87694,2,25,4,4,2,NA,5,99
"2427",87696,2,66,4,4,1,NA,2,3
"2428",87697,2,37,3,3,1,NA,4,15
"2429",87699,1,20,3,3,1,NA,4,15
"2430",87703,1,77,4,4,1,NA,1,4
"2431",87706,2,80,3,3,1,NA,3,77
"2432",87707,2,27,3,3,1,NA,5,6
"2433",87710,1,62,2,2,1,NA,5,9
"2434",87711,2,46,1,1,1,NA,5,15
"2435",87712,2,33,4,4,1,NA,3,6
"2436",87717,1,59,5,7,2,NA,4,12
"2437",87719,2,36,3,3,1,NA,4,14
"2438",87720,2,27,4,4,1,NA,3,10
"2439",87721,2,45,4,4,1,NA,4,NA
"2440",87727,2,80,2,2,2,NA,3,2
"2441",87729,1,22,3,3,1,NA,3,15
"2442",87733,2,39,3,3,1,NA,5,15
"2443",87734,2,77,4,4,1,NA,5,12
"2444",87736,1,61,4,4,1,NA,4,10
"2445",87739,2,18,1,1,1,13,NA,7
"2446",87740,2,19,1,1,1,15,NA,15
"2447",87741,2,26,5,7,2,NA,5,4
"2448",87742,2,41,2,2,1,NA,4,7
"2449",87746,2,69,4,4,1,NA,4,2
"2450",87748,1,70,3,3,1,NA,5,7
"2451",87749,2,78,1,1,2,NA,4,6
"2452",87750,1,66,2,2,2,NA,4,12
"2453",87755,1,18,4,4,1,11,NA,13
"2454",87756,2,57,2,2,1,NA,4,14
"2455",87757,1,49,3,3,1,NA,4,8
"2456",87758,1,53,5,7,1,NA,4,12
"2457",87761,2,80,5,7,1,NA,2,7
"2458",87762,1,51,3,3,1,NA,2,14
"2459",87766,2,78,3,3,1,NA,3,9
"2460",87769,2,37,5,7,1,NA,3,6
"2461",87770,1,68,3,3,1,NA,4,12
"2462",87772,2,36,1,1,2,NA,2,4
"2463",87773,1,53,2,2,1,NA,3,15
"2464",87774,1,24,3,3,1,NA,3,8
"2465",87776,2,48,2,2,2,NA,1,NA
"2466",87777,2,67,5,6,2,NA,1,5
"2467",87778,2,56,3,3,1,NA,4,6
"2468",87779,1,28,3,3,1,NA,4,9
"2469",87780,2,27,5,6,2,NA,5,4
"2470",87781,1,80,3,3,1,NA,5,15
"2471",87783,2,59,2,2,2,NA,4,6
"2472",87784,2,80,3,3,1,NA,5,4
"2473",87788,2,44,5,6,2,NA,5,15
"2474",87790,2,24,5,6,2,NA,4,15
"2475",87791,1,53,1,1,1,NA,4,9
"2476",87795,2,78,1,1,1,NA,1,3
"2477",87797,2,30,4,4,2,NA,5,4
"2478",87798,1,36,1,1,2,NA,1,6
"2479",87799,2,48,2,2,1,NA,5,14
"2480",87800,2,36,1,1,2,NA,1,99
"2481",87801,1,42,3,3,1,NA,2,10
"2482",87802,2,27,4,4,1,NA,5,8
"2483",87803,1,62,4,4,1,NA,2,7
"2484",87805,1,48,5,7,1,NA,5,14
"2485",87806,2,53,5,6,2,NA,5,15
"2486",87808,2,35,3,3,1,NA,5,8
"2487",87809,1,74,3,3,1,NA,5,NA
"2488",87810,1,18,4,4,1,15,NA,7
"2489",87814,2,20,1,1,1,NA,3,14
"2490",87816,1,48,3,3,1,NA,4,15
"2491",87818,2,66,2,2,2,NA,1,3
"2492",87819,1,37,2,2,1,NA,3,9
"2493",87821,2,20,3,3,1,NA,4,6
"2494",87824,2,54,1,1,1,NA,4,NA
"2495",87827,1,27,2,2,2,NA,3,14
"2496",87829,1,23,5,6,1,NA,5,6
"2497",87830,1,44,3,3,1,NA,4,4
"2498",87832,1,61,3,3,1,NA,3,8
"2499",87833,1,47,3,3,2,NA,1,7
"2500",87839,2,62,3,3,1,NA,3,4
"2501",87840,1,80,3,3,1,NA,5,12
"2502",87841,2,50,2,2,1,NA,4,6
"2503",87842,2,66,1,1,1,NA,1,13
"2504",87843,1,66,1,1,2,NA,1,10
"2505",87844,1,49,1,1,2,NA,3,6
"2506",87845,2,28,5,6,2,NA,5,9
"2507",87848,2,73,3,3,1,NA,4,6
"2508",87849,1,24,3,3,1,NA,4,15
"2509",87850,2,28,5,6,2,NA,4,14
"2510",87851,1,72,4,4,1,NA,3,2
"2511",87852,2,48,3,3,1,NA,5,15
"2512",87853,1,36,1,1,2,NA,1,5
"2513",87855,1,18,3,3,1,13,NA,15
"2514",87856,1,23,5,6,2,NA,2,9
"2515",87857,1,46,2,2,2,NA,5,15
"2516",87859,2,56,3,3,1,NA,3,3
"2517",87865,1,18,4,4,1,13,NA,15
"2518",87870,2,55,1,1,2,NA,1,4
"2519",87871,1,52,2,2,2,NA,1,7
"2520",87872,1,47,3,3,1,NA,3,8
"2521",87873,1,70,3,3,1,NA,5,15
"2522",87874,2,46,4,4,1,NA,3,7
"2523",87875,1,27,3,3,1,NA,5,15
"2524",87880,2,77,1,1,1,NA,4,6
"2525",87882,2,32,3,3,1,NA,5,14
"2526",87884,2,80,5,6,2,NA,3,3
"2527",87885,1,25,4,4,1,NA,4,3
"2528",87886,1,28,4,4,2,NA,4,8
"2529",87887,1,79,1,1,1,NA,1,12
"2530",87890,1,54,1,1,2,NA,1,77
"2531",87891,2,42,3,3,1,NA,3,7
"2532",87892,2,29,4,4,1,NA,4,5
"2533",87895,2,37,3,3,1,NA,1,4
"2534",87896,2,32,4,4,1,NA,3,3
"2535",87897,1,50,3,3,1,NA,5,14
"2536",87898,1,68,3,3,1,NA,5,8
"2537",87901,2,38,3,3,1,NA,3,12
"2538",87903,1,54,5,7,1,NA,2,6
"2539",87904,1,80,3,3,1,NA,3,12
"2540",87905,2,42,1,1,1,NA,2,2
"2541",87906,2,22,4,4,1,NA,4,6
"2542",87909,1,49,4,4,1,NA,3,15
"2543",87910,2,50,3,3,1,NA,4,3
"2544",87913,2,26,3,3,1,NA,2,14
"2545",87914,2,36,5,6,2,NA,5,14
"2546",87916,1,35,3,3,1,NA,1,9
"2547",87918,2,33,2,2,2,NA,4,5
"2548",87919,1,71,5,6,2,NA,5,12
"2549",87920,2,75,1,1,2,NA,1,12
"2550",87921,1,59,3,3,1,NA,5,9
"2551",87922,1,61,1,1,1,NA,3,6
"2552",87923,1,50,3,3,2,NA,1,3
"2553",87925,2,33,3,3,1,NA,5,15
"2554",87930,1,27,5,6,2,NA,5,7
"2555",87934,1,25,4,4,1,NA,4,8
"2556",87937,2,52,3,3,1,NA,5,15
"2557",87939,2,36,5,6,2,NA,5,15
"2558",87940,1,80,5,6,2,NA,1,77
"2559",87942,2,32,4,4,1,NA,3,6
"2560",87943,1,30,5,7,1,NA,2,6
"2561",87944,1,55,2,2,2,NA,2,8
"2562",87945,1,36,2,2,1,NA,4,9
"2563",87946,1,48,2,2,2,NA,1,77
"2564",87947,1,34,5,6,2,NA,5,12
"2565",87948,1,21,3,3,1,NA,3,15
"2566",87950,1,36,5,6,1,NA,1,9
"2567",87951,1,70,3,3,1,NA,5,15
"2568",87953,2,80,3,3,1,NA,3,2
"2569",87954,1,33,4,4,1,NA,2,6
"2570",87956,1,57,5,6,2,NA,2,12
"2571",87957,2,48,4,4,2,NA,3,6
"2572",87959,1,49,3,3,1,NA,5,15
"2573",87961,2,44,2,2,2,NA,1,7
"2574",87962,1,61,5,6,2,NA,4,9
"2575",87964,1,21,1,1,1,NA,4,4
"2576",87965,2,34,3,3,1,NA,5,15
"2577",87966,1,27,3,3,1,NA,4,5
"2578",87969,2,38,1,1,1,NA,5,15
"2579",87971,1,34,1,1,1,NA,2,12
"2580",87974,1,32,4,4,1,NA,4,6
"2581",87975,1,70,3,3,1,NA,4,7
"2582",87977,1,80,3,3,1,NA,3,1
"2583",87982,2,23,4,4,1,NA,2,1
"2584",87983,2,53,2,2,2,NA,3,10
"2585",87984,2,61,1,1,1,NA,3,6
"2586",87985,1,66,4,4,1,NA,4,12
"2587",87986,1,72,3,3,1,NA,5,6
"2588",87987,1,70,5,6,2,NA,1,14
"2589",87988,1,38,3,3,1,NA,4,9
"2590",87990,2,66,3,3,1,NA,5,2
"2591",87994,2,37,4,4,1,NA,5,15
"2592",87995,2,54,3,3,1,NA,4,5
"2593",87997,1,25,4,4,1,NA,2,NA
"2594",87998,2,80,4,4,1,NA,3,99
"2595",88000,2,43,1,1,1,NA,2,2
"2596",88001,1,63,1,1,2,NA,2,15
"2597",88002,1,67,3,3,1,NA,5,15
"2598",88003,1,66,5,6,2,NA,1,15
"2599",88005,2,21,1,1,1,NA,3,4
"2600",88007,2,18,1,1,2,9,NA,7
"2601",88010,1,80,3,3,1,NA,3,12
"2602",88011,2,64,3,3,1,NA,5,14
"2603",88018,1,48,3,3,1,NA,5,15
"2604",88019,1,73,3,3,1,NA,3,15
"2605",88020,1,70,3,3,1,NA,5,15
"2606",88021,1,60,1,1,2,NA,1,5
"2607",88022,2,60,4,4,1,NA,4,7
"2608",88025,2,43,4,4,1,NA,4,2
"2609",88027,2,20,1,1,1,NA,3,9
"2610",88029,1,70,2,2,2,NA,1,10
"2611",88030,1,27,1,1,2,NA,1,14
"2612",88031,1,32,2,2,1,NA,4,9
"2613",88034,2,63,3,3,1,NA,3,1
"2614",88040,1,41,3,3,1,NA,5,9
"2615",88042,2,67,5,6,2,NA,3,NA
"2616",88044,2,19,4,4,1,15,NA,6
"2617",88045,1,32,3,3,1,NA,4,7
"2618",88046,2,51,4,4,1,NA,3,9
"2619",88047,2,29,1,1,1,NA,3,9
"2620",88048,2,31,3,3,1,NA,5,8
"2621",88049,2,20,3,3,1,NA,4,15
"2622",88050,2,58,5,6,2,NA,3,14
"2623",88051,1,35,5,6,2,NA,5,14
"2624",88054,1,62,2,2,1,NA,4,8
"2625",88055,2,26,5,6,1,NA,5,9
"2626",88056,2,33,5,6,2,NA,4,15
"2627",88058,2,41,1,1,2,NA,3,7
"2628",88060,2,23,3,3,1,NA,4,6
"2629",88063,1,71,5,6,2,NA,3,99
"2630",88064,1,35,4,4,1,NA,2,3
"2631",88065,2,26,2,2,2,NA,5,14
"2632",88069,1,79,4,4,1,NA,1,2
"2633",88070,1,19,4,4,1,11,NA,13
"2634",88071,2,20,4,4,1,NA,4,10
"2635",88072,2,31,3,3,1,NA,4,8
"2636",88073,2,18,1,1,1,11,NA,99
"2637",88075,1,41,2,2,2,NA,2,3
"2638",88077,2,24,4,4,1,NA,4,6
"2639",88079,1,19,1,1,1,14,NA,1
"2640",88081,2,36,4,4,1,NA,5,10
"2641",88082,2,44,3,3,1,NA,4,14
"2642",88083,2,46,4,4,1,NA,5,9
"2643",88086,1,31,2,2,2,NA,2,8
"2644",88087,2,29,5,6,2,NA,1,NA
"2645",88089,2,41,1,1,2,NA,2,NA
"2646",88090,1,54,4,4,1,NA,3,7
"2647",88092,1,40,1,1,1,NA,1,8
"2648",88094,2,74,2,2,2,NA,2,6
"2649",88096,1,68,3,3,1,NA,3,12
"2650",88097,2,75,3,3,1,NA,3,7
"2651",88098,2,80,2,2,2,NA,5,99
"2652",88099,2,42,2,2,2,NA,3,3
"2653",88100,1,52,1,1,1,NA,5,15
"2654",88102,1,62,4,4,2,NA,2,9
"2655",88103,1,68,1,1,1,NA,1,5
"2656",88104,2,61,4,4,1,NA,3,5
"2657",88106,1,20,1,1,1,NA,4,3
"2658",88108,2,80,5,6,2,NA,3,15
"2659",88110,2,32,1,1,1,NA,4,9
"2660",88111,2,65,5,6,2,NA,4,15
"2661",88112,1,35,3,3,1,NA,4,4
"2662",88113,1,64,1,1,2,NA,1,4
"2663",88114,1,57,3,3,1,NA,4,8
"2664",88115,2,42,2,2,2,NA,3,77
"2665",88116,2,41,3,3,1,NA,5,15
"2666",88119,2,67,3,3,1,NA,5,15
"2667",88120,1,54,4,4,1,NA,3,4
"2668",88123,2,26,3,3,1,NA,5,6
"2669",88125,1,61,4,4,1,NA,3,14
"2670",88126,1,45,2,2,2,NA,4,14
"2671",88128,2,57,4,4,1,NA,2,6
"2672",88131,1,39,3,3,1,NA,3,10
"2673",88132,1,42,3,3,2,NA,5,7
"2674",88133,1,34,4,4,1,NA,3,6
"2675",88134,1,80,3,3,1,NA,4,8
"2676",88136,1,31,3,3,1,NA,4,10
"2677",88137,2,66,4,4,1,NA,2,3
"2678",88138,2,44,2,2,2,NA,5,8
"2679",88143,1,66,5,6,2,NA,2,7
"2680",88144,1,68,4,4,1,NA,3,3
"2681",88145,2,75,4,4,1,NA,3,4
"2682",88146,1,45,3,3,2,NA,5,99
"2683",88147,2,27,3,3,1,NA,4,14
"2684",88148,2,68,4,4,2,NA,1,5
"2685",88149,2,69,3,3,1,NA,5,10
"2686",88151,1,67,1,1,2,NA,1,5
"2687",88153,2,80,2,2,1,NA,1,NA
"2688",88154,1,25,3,3,1,NA,4,4
"2689",88156,1,28,3,3,1,NA,4,8
"2690",88157,1,29,2,2,2,NA,5,14
"2691",88158,1,51,3,3,1,NA,3,2
"2692",88159,2,27,4,4,1,NA,4,6
"2693",88160,2,19,2,2,2,13,NA,3
"2694",88161,2,63,2,2,2,NA,2,6
"2695",88164,2,45,2,2,1,NA,4,15
"2696",88167,2,38,3,3,1,NA,2,1
"2697",88168,1,18,5,6,1,13,NA,14
"2698",88169,1,29,1,1,2,NA,4,14
"2699",88170,1,80,3,3,1,NA,3,13
"2700",88172,1,80,3,3,1,NA,4,8
"2701",88173,1,64,3,3,1,NA,2,2
"2702",88174,2,55,5,6,2,NA,4,8
"2703",88175,1,68,5,6,2,NA,3,7
"2704",88178,1,29,2,2,2,NA,2,14
"2705",88181,1,39,4,4,1,NA,3,10
"2706",88182,2,38,5,7,1,NA,4,6
"2707",88184,2,23,3,3,1,NA,3,15
"2708",88185,2,42,5,6,2,NA,1,7
"2709",88186,1,31,3,3,1,NA,4,3
"2710",88188,1,51,2,2,2,NA,1,6
"2711",88190,1,19,2,2,1,12,NA,7
"2712",88191,1,68,2,2,1,NA,4,4
"2713",88192,1,20,2,2,2,NA,2,6
"2714",88194,1,80,4,4,1,NA,4,12
"2715",88196,2,43,4,4,1,NA,5,5
"2716",88197,2,80,2,2,1,NA,4,15
"2717",88198,1,63,1,1,1,NA,1,2
"2718",88199,2,29,4,4,1,NA,3,6
"2719",88200,1,28,4,4,1,NA,4,7
"2720",88203,1,64,1,1,1,NA,3,4
"2721",88205,2,23,1,1,1,NA,3,1
"2722",88206,2,65,3,3,1,NA,2,15
"2723",88208,1,71,2,2,2,NA,5,8
"2724",88209,1,22,5,6,1,NA,3,NA
"2725",88210,1,36,1,1,1,NA,4,14
"2726",88211,2,44,4,4,1,NA,3,3
"2727",88215,2,22,3,3,1,NA,3,9
"2728",88216,2,28,4,4,1,NA,2,1
"2729",88217,1,51,1,1,2,NA,1,9
"2730",88218,1,54,3,3,1,NA,4,15
"2731",88222,1,44,3,3,1,NA,3,3
"2732",88224,1,48,3,3,1,NA,4,15
"2733",88227,1,20,3,3,1,NA,3,14
"2734",88228,1,25,3,3,1,NA,4,6
"2735",88229,1,80,3,3,1,NA,3,7
"2736",88230,2,42,3,3,1,NA,4,15
"2737",88231,2,62,4,4,1,NA,4,5
"2738",88232,1,65,4,4,2,NA,4,99
"2739",88233,1,51,5,6,2,NA,2,6
"2740",88234,2,18,2,2,1,13,NA,7
"2741",88238,1,48,3,3,1,NA,5,9
"2742",88240,2,80,3,3,1,NA,3,7
"2743",88241,2,54,1,1,2,NA,1,15
"2744",88243,2,60,1,1,2,NA,2,4
"2745",88244,2,57,3,3,1,NA,4,15
"2746",88249,2,43,5,6,2,NA,4,5
"2747",88253,1,61,4,4,1,NA,3,2
"2748",88254,2,19,2,2,2,13,NA,3
"2749",88255,1,59,2,2,2,NA,2,NA
"2750",88256,2,62,2,2,1,NA,4,5
"2751",88257,2,31,2,2,2,NA,1,NA
"2752",88258,2,64,2,2,2,NA,1,3
"2753",88260,2,51,1,1,2,NA,4,9
"2754",88261,2,31,2,2,2,NA,3,3
"2755",88262,2,41,3,3,1,NA,5,10
"2756",88264,2,63,4,4,1,NA,5,6
"2757",88266,1,18,4,4,1,12,NA,13
"2758",88267,1,26,5,6,2,NA,5,12
"2759",88272,2,43,3,3,1,NA,4,14
"2760",88274,1,73,3,3,1,NA,3,6
"2761",88282,1,26,5,6,2,NA,5,8
"2762",88285,2,80,1,1,1,NA,4,7
"2763",88286,2,52,5,6,1,NA,5,7
"2764",88287,1,60,4,4,1,NA,3,2
"2765",88289,2,73,3,3,1,NA,5,14
"2766",88291,1,76,4,4,1,NA,2,7
"2767",88292,2,56,3,3,1,NA,4,8
"2768",88293,2,41,4,4,1,NA,5,6
"2769",88294,1,36,1,1,2,NA,2,7
"2770",88297,2,40,5,6,2,NA,5,77
"2771",88298,2,63,3,3,1,NA,4,2
"2772",88301,1,38,5,7,2,NA,4,15
"2773",88302,2,44,4,4,1,NA,4,14
"2774",88303,1,65,5,7,1,NA,5,14
"2775",88304,2,65,2,2,2,NA,2,4
"2776",88306,1,41,2,2,2,NA,2,13
"2777",88307,2,57,3,3,1,NA,4,14
"2778",88309,1,36,1,1,2,NA,1,3
"2779",88310,1,23,2,2,1,NA,5,5
"2780",88314,2,80,4,4,1,NA,5,NA
"2781",88315,2,28,4,4,1,NA,4,7
"2782",88317,1,29,5,6,2,NA,4,7
"2783",88318,2,23,5,6,2,NA,5,6
"2784",88319,1,67,3,3,1,NA,5,15
"2785",88320,1,61,2,2,2,NA,5,99
"2786",88321,2,80,3,3,1,NA,4,7
"2787",88322,1,60,4,4,2,NA,3,10
"2788",88327,1,51,1,1,1,NA,1,8
"2789",88328,2,46,4,4,1,NA,5,NA
"2790",88329,1,73,2,2,2,NA,4,3
"2791",88330,1,62,2,2,2,NA,1,2
"2792",88332,2,23,5,6,1,NA,3,15
"2793",88333,2,43,4,4,1,NA,4,14
"2794",88334,2,39,4,4,1,NA,4,7
"2795",88335,2,33,5,6,2,NA,3,5
"2796",88336,2,28,3,3,1,NA,4,14
"2797",88337,1,49,5,6,2,NA,3,14
"2798",88338,1,70,3,3,1,NA,4,15
"2799",88339,2,43,3,3,1,NA,4,15
"2800",88342,1,45,2,2,2,NA,1,7
"2801",88343,1,35,1,1,2,NA,5,14
"2802",88344,2,80,3,3,1,NA,3,3
"2803",88346,1,74,3,3,1,NA,4,8
"2804",88348,2,26,2,2,2,NA,3,5
"2805",88350,1,45,4,4,1,NA,3,15
"2806",88351,2,41,3,3,1,NA,4,6
"2807",88352,2,27,1,1,2,NA,1,7
"2808",88353,1,34,1,1,2,NA,1,4
"2809",88355,1,69,3,3,1,NA,5,10
"2810",88360,2,20,1,1,1,NA,3,8
"2811",88361,2,36,5,7,1,NA,3,4
"2812",88365,1,36,2,2,1,NA,4,2
"2813",88366,2,42,1,1,2,NA,1,8
"2814",88367,2,64,4,4,1,NA,3,4
"2815",88368,2,51,2,2,2,NA,5,3
"2816",88369,2,73,3,3,2,NA,3,5
"2817",88370,1,34,3,3,1,NA,3,3
"2818",88375,1,25,3,3,1,NA,3,8
"2819",88376,2,71,3,3,1,NA,3,15
"2820",88377,2,30,1,1,1,NA,3,15
"2821",88380,2,41,2,2,1,NA,4,15
"2822",88384,2,37,3,3,1,NA,4,10
"2823",88385,2,43,5,6,2,NA,5,12
"2824",88386,2,38,5,6,2,NA,4,15
"2825",88388,1,55,3,3,1,NA,5,10
"2826",88389,2,68,3,3,1,NA,4,6
"2827",88392,2,42,5,6,2,NA,1,7
"2828",88393,2,60,2,2,2,NA,4,7
"2829",88395,2,65,3,3,1,NA,5,14
"2830",88396,2,48,2,2,2,NA,2,7
"2831",88398,1,76,1,1,2,NA,1,99
"2832",88399,1,34,4,4,1,NA,3,5
"2833",88400,2,58,3,3,1,NA,5,15
"2834",88401,2,73,2,2,2,NA,5,2
"2835",88402,2,47,4,4,1,NA,5,10
"2836",88404,1,70,3,3,1,NA,4,7
"2837",88406,1,80,3,3,2,NA,5,8
"2838",88407,2,44,5,6,2,NA,5,14
"2839",88410,1,19,3,3,1,12,NA,7
"2840",88411,1,22,3,3,1,NA,3,2
"2841",88412,2,34,4,4,1,NA,4,9
"2842",88413,1,62,2,2,2,NA,1,4
"2843",88414,2,25,3,3,1,NA,4,7
"2844",88417,1,59,5,6,1,NA,5,7
"2845",88418,2,77,3,3,1,NA,3,12
"2846",88421,2,80,2,2,1,NA,1,NA
"2847",88422,1,62,2,2,2,NA,4,5
"2848",88425,1,45,3,3,1,NA,3,15
"2849",88426,1,66,2,2,2,NA,5,15
"2850",88427,1,30,1,1,2,NA,2,9
"2851",88428,1,47,3,3,1,NA,2,8
"2852",88429,1,51,2,2,1,NA,4,14
"2853",88430,1,63,2,2,2,NA,4,9
"2854",88431,2,64,2,2,2,NA,4,14
"2855",88432,1,33,5,6,2,NA,5,14
"2856",88433,2,22,3,3,1,NA,3,15
"2857",88434,2,80,3,3,1,NA,4,8
"2858",88436,2,80,3,3,1,NA,2,4
"2859",88438,1,61,3,3,1,NA,5,15
"2860",88439,2,47,3,3,1,NA,5,15
"2861",88440,2,39,3,3,1,NA,3,14
"2862",88441,1,76,1,1,2,NA,1,9
"2863",88445,2,31,3,3,1,NA,5,8
"2864",88448,2,80,3,3,1,NA,2,6
"2865",88450,1,49,5,6,2,NA,3,8
"2866",88451,2,34,1,1,2,NA,1,5
"2867",88453,2,59,1,1,1,NA,4,7
"2868",88455,1,58,4,4,2,NA,5,8
"2869",88459,1,38,1,1,2,NA,1,7
"2870",88460,2,46,3,3,1,NA,3,15
"2871",88461,1,27,5,6,2,NA,5,12
"2872",88462,2,51,1,1,2,NA,2,3
"2873",88464,1,38,4,4,1,NA,5,15
"2874",88468,1,77,3,3,2,NA,5,3
"2875",88469,1,33,4,4,1,NA,4,14
"2876",88472,2,27,1,1,1,NA,4,6
"2877",88475,1,18,4,4,1,11,NA,NA
"2878",88476,2,35,3,3,1,NA,1,15
"2879",88477,1,47,1,1,2,NA,4,14
"2880",88479,2,80,3,3,1,NA,2,3
"2881",88480,2,22,5,7,1,NA,4,4
"2882",88481,2,58,3,3,1,NA,5,15
"2883",88482,2,72,4,4,1,NA,2,14
"2884",88483,2,78,5,6,2,NA,1,77
"2885",88485,2,40,1,1,2,NA,1,12
"2886",88487,2,50,5,6,2,NA,5,15
"2887",88488,2,66,2,2,2,NA,1,5
"2888",88489,2,22,5,6,2,NA,4,15
"2889",88496,2,37,3,3,1,NA,4,8
"2890",88497,2,42,3,3,1,NA,4,7
"2891",88501,1,31,2,2,1,NA,4,8
"2892",88503,2,48,4,4,1,NA,2,6
"2893",88504,2,22,3,3,1,NA,2,4
"2894",88507,2,32,2,2,2,NA,1,2
"2895",88509,1,32,1,1,2,NA,1,7
"2896",88513,2,80,3,3,1,NA,3,13
"2897",88514,2,62,3,3,1,NA,3,6
"2898",88515,1,54,3,3,1,NA,3,14
"2899",88516,1,71,5,6,2,NA,5,10
"2900",88518,2,56,1,1,2,NA,3,3
"2901",88521,2,19,2,2,2,13,NA,7
"2902",88524,1,24,5,7,1,NA,4,7
"2903",88525,1,33,4,4,2,NA,2,10
"2904",88526,2,68,5,7,2,NA,5,12
"2905",88527,2,80,3,3,1,NA,3,4
